frame,x,y
0,0.6142199198404948,0.46778081258138016
1,0.6144133983542234,0.4674663429048103
2,0.6142883829503771,0.46719356045630284
3,0.6143207550048828,0.46648870397497105
4,0.6143562038210477,0.46607754951105257
5,0.6143298467773726,0.4646065663800856
6,0.6142271372332757,0.46252824467353115
7,0.6136957804361979,0.4628197564019097
8,0.6135565439860026,0.4631088539406105
9,0.612958017985026,0.46368368643301505
10,0.6112821578979493,0.4647469132034867
11,0.6099454243977864,0.4641315318919994
12,0.4759397936948728,0.3989927035499132
13,0.4548485402914031,0.3887801256721857
14,0.44717912233648804,0.38514213442002515
15,0.44408870736711925,0.38371505583049764
16,0.4434539409948804,0.38341922110644666
17,0.4436712502676802,0.3836528524476921
18,0.44517237181538866,0.3841065843191216
19,0.4453167369040956,0.38404269221766685
20,0.44539288610088995,0.3840922258602895
21,0.44534421513444633,0.38413558516240404
22,0.44551420342131876,0.38425426618308467
23,0.5826066335042318,0.470576250994647
24,0.5800444285074869,0.4716118706597222
25,0.574788234770233,0.467386769308391
26,0.4514947747664775,0.38825895665110643
27,0.44735114974142376,0.38553790036096963
28,0.44617449418954414,0.384700363514935
29,0.44545983230271324,0.384296095100517
30,0.44546706263956876,0.38430614637930666
31,0.4455611878711668,0.3843562548267587
32,0.4455339749654134,0.3843339142975984
33,0.4455042521158854,0.38433337741427953
34,0.5481506983439127,0.4814477426034433
35,0.5111379379152671,0.44683310303024887
36,0.44552405675252277,0.38433414035373265
37,0.4455108642578125,0.38435064245153355
38,0.45131427218241116,0.38990029702282486
39,0.445494252468396,0.3841197837913593
40,0.44538487533393156,0.38413242076656917
41,0.5219091415405274,0.49191521538628474
42,0.44546356201171877,0.38428237349898725
43,0.44545621871948243,0.3842874597620081
44,0.44547300338745116,0.38426889490198207
45,0.5059374491373698,0.4962828459563079
46,0.44547125498453777,0.38432814986617475
47,0.445472780863444,0.3843006275318287
48,0.4454965591430664,0.38448508933738423
49,0.4454941431681315,0.3845137419524016
50,0.44547605514526367,0.38454711348922166
51,0.4454570134480794,0.3844940185546875
52,0.44545084635416665,0.38451018156828703
53,0.4454374313354492,0.384499924271195
54,0.4454162279764811,0.3843810752586082
55,0.4454095552255713,0.38440460139440186
56,0.4453810373942057,0.384490062572338
57,0.44552053285648757,0.3844742195618695
58,0.4455184286012239,0.3845085047544111
59,0.44540494283040366,0.38476522940176505
60,0.4454083760579427,0.38477082429108794
61,0.4454097112019857,0.38475630018446183
62,0.4454144795735677,0.3847391199182581
63,0.44554113338748846,0.38469394043228994
64,0.4455426081027095,0.38469146538340515
65,0.445533733172892,0.3846957007227943
66,0.4455332155930393,0.3846348601404227
67,0.44554368317239984,0.38464532133091967
68,0.44551171980182125,0.384578996479577
69,0.32040290326602594,0.5273178877138976
70,0.2896784783471177,0.5623773398558641
71,0.27721498347989976,0.5765667170709203
72,0.27283987583818115,0.5813800048944564
73,0.2721867035510819,0.5820776872863949
74,0.27228892016352446,0.5819531853070898
75,0.256024140257268,0.5764201641975661
76,0.25392858021002757,0.5754914527591722
77,0.26943511567451967,0.5783407032091035
78,0.273075639455218,0.5784378823620169
79,0.2742240407466397,0.5785005847192999
80,0.27498721121468295,0.5785068547902857
81,0.34479490915934247,0.5905263830114293
82,0.34035929871744225,0.5941158399225086
83,0.33594236373901365,0.5985957392939815
84,0.3330122947692871,0.6012898763020833
85,0.3273980776468913,0.6045160364221643
86,0.3242111841837565,0.609165672019676
87,0.32110455830891926,0.6131960268373843
88,0.316097895304362,0.617933428729022
89,0.3123389561971029,0.6231888382523149
90,0.3080279350280762,0.6267705846715856
91,0.30466445287068683,0.6310454757125289
92,0.3006887435913086,0.6349747269241898
93,0.2981789906819661,0.6386384186921297
94,0.2935642242431641,0.6442485668041088
95,0.2911258061726888,0.6475244027596933
96,0.2870019912719727,0.6524376763237847
97,0.283915646870931,0.6564054701063368
98,0.2812856992085775,0.6597780580873842
99,0.27763601938883464,0.6655336168077257
100,0.2755743662516276,0.6692698160807292
101,0.27243671417236326,0.6729061550564236
102,0.2699430783589681,0.6787505538375289
103,0.268531068166097,0.6822656702112269
104,0.26610644658406574,0.6865398830837673
105,0.26400906244913735,0.6912415681061921
106,0.2629693508148193,0.6947066695601852
107,0.261441707611084,0.6997833817093461
108,0.2616517702738444,0.7049964622214988
109,0.259663184483846,0.7101032398365162
110,0.2596837202707926,0.715836023401331
111,0.25966140429178874,0.7202662150065104
112,0.2589860916137695,0.7261887161820023
113,0.2589665730794271,0.7308020697699653
114,0.2587648073832194,0.7328325624819155
115,0.25948294003804523,0.7360393382884838
116,0.26156959533691404,0.7396166766131366
117,0.26223594347635903,0.7441966869212963
118,0.264104684193929,0.7480187310112847
119,0.266204563776652,0.7524336073133681
120,0.26861324310302737,0.7559649997287327
121,0.27134227752685547,0.7595997563114872
122,0.27491985956827797,0.7638615360966435
123,0.2788547515869141,0.7672856083622686
124,0.2817178726196289,0.7711872242115162
125,0.28629964192708335,0.7742587619357639
126,0.29065802892049153,0.7765251442238137
127,0.2963889122009277,0.7786601878978588
128,0.3014804840087891,0.7811700891565394
129,0.3071120262145996,0.7843260588469328
130,0.31327066421508787,0.7862068458839699
131,0.31985130310058596,0.7884964554398148
132,0.32656116485595704,0.789925695348669
133,0.3344715118408203,0.7907711452907986
134,0.3416906356811523,0.79110107421875
135,0.34971364339192706,0.791241455078125
136,0.3576371192932129,0.7922081276222511
137,0.366248353322347,0.7911946614583333
138,0.37476590474446614,0.7921829788773148
139,0.38377374013264975,0.7898151538990162
140,0.39306011199951174,0.7905154758029513
141,0.4028790473937988,0.7887932671440973
142,0.41182581583658856,0.7862594039351852
143,0.5186060407773508,0.8401167275542878
144,0.5075851853827856,0.8325720458387867
145,0.4413396199544271,0.7801125985604745
146,0.4515767415364583,0.7767822265625
147,0.4615581194559733,0.7727249710648149
148,0.47119598388671874,0.7693287037037037
149,0.481025759379069,0.7669417769820602
150,0.49088315963745116,0.760687255859375
151,0.5014013290405274,0.7580761379665799
152,0.4993735000855711,0.7567903171848769
153,0.5210747400919596,0.7479559439199942
154,0.5303503036499023,0.7419106942635996
155,0.5393152610576797,0.7370950424519054
156,0.5484795888264974,0.7311634205005787
157,0.5568138122558594,0.7259171097366898
158,0.5662453969319662,0.7211052788628473
159,0.5743428548177083,0.714620519567419
160,0.5821152369181315,0.7084576642071759
161,0.5890329996744792,0.7041920979817708
162,0.5972639719645182,0.6964217009367766
163,0.6040835698445638,0.6900880036530671
164,0.6101027170817057,0.6845682214807581
165,0.6167800903320313,0.6773298475477431
166,0.6229750951131184,0.6712012962058739
167,0.6290103912353515,0.6652161774811921
168,0.633523432413737,0.6577133743851273
169,0.6382209777832031,0.6530301694516782
170,0.6426699320475261,0.6456088030779803
171,0.6460488637288412,0.6402058354130498
172,0.6504166920979818,0.6323794894748264
173,0.6530099868774414,0.6272720902054398
174,0.6566837310791016,0.620413660120081
175,0.659054692586263,0.6139758074725116
176,0.661159070332845,0.6091030544704861
177,0.6633384704589844,0.6017531783492477
178,0.6645724614461263,0.5976015444155093
179,0.6660135904947917,0.591862713849103
180,0.6665404001871745,0.5866682264539931
181,0.666821543375651,0.5813028971354167
182,0.6670101165771485,0.5753113923249421
183,0.6669864018758138,0.5700509530526621
184,0.6664852142333985,0.5641649034288194
185,0.6658750534057617,0.5607885855215567
